# x, y
0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00
1.884955596923828125e+01 -1.707912801992240848e-05
9.424777984619140625e+00 -8.002875734099532470e-03
4.712388992309570312e+00 9.795880398020824498e-03
1.413716697692871094e+01 -8.889624324504250561e-04
2.356194496154785156e+00 -1.943119520731840244e-01
1.178097248077392578e+01 3.061162202271842589e-03
7.068583488464355469e+00 1.314491957894366528e-02
1.649336242675781250e+01 1.882901891111260658e-04
1.178097248077392578e+00 4.077821980266517210e-01
1.060287475585937500e+01 2.145226291539798890e-03
5.890486240386962891e+00 5.803555272720981734e-02
1.531526374816894531e+01 -3.066466040529142872e-04
3.534291744232177734e+00 -1.796500242937132952e-01
1.295907020568847656e+01 1.919790660118807213e-04
8.246681213378906250e+00 -1.420669375659186842e-02
1.767145919799804688e+01 1.468369761561021190e-04
5.890486240386962891e-01 8.170354907238093212e-01
1.001382637023925781e+01 -1.948052200526994345e-03
5.301437377929687500e+00 5.387069346203203490e-02
1.472621536254882812e+01 -6.789057857787113509e-04
2.945243120193481445e+00 -2.439850724415377758e-01
1.237002086639404297e+01 1.604540993522120262e-03
7.657631874084472656e+00 -5.867525901158473535e-03
1.708241081237792969e+01 2.132992074595012300e-04
1.767145872116088867e+00 2.711577665982578891e-02
1.119192409515380859e+01 3.608408811268902765e-03
6.479535102844238281e+00 3.848747099049185799e-02
1.590431308746337891e+01 1.540131957220749648e-05
4.123340606689453125e+00 -7.628858942701775836e-02
1.354811859130859375e+01 -6.640950962128033125e-04
8.835729598999023438e+00 -1.348279577977314590e-02
1.826050758361816406e+01 5.465430061955359208e-05
2.945243120193481445e-01 9.562422788501880877e-01
9.719302177429199219e+00 -4.842234195370252042e-03
5.006913185119628906e+00 3.744807578333543552e-02
1.443169116973876953e+01 -8.210391411074326748e-04
2.650718688964843750e+00 -2.379861091410921115e-01
1.207549667358398438e+01 2.378333544173832134e-03
7.363107681274414062e+00 2.402321111979068610e-03
1.678788566589355469e+01 2.164533671277103625e-04
1.472621560096740723e+00 2.025639853051321715e-01
1.089739990234375000e+01 3.187447650521895836e-03
6.185010433197021484e+00 5.002914929128487315e-02
1.560978889465332031e+01 -1.304124086656004622e-04
3.828815937042236328e+00 -1.286323576103382271e-01
1.325359439849853516e+01 -3.190241932052788158e-04
8.541205406188964844e+00 -1.473321544819529254e-02
1.796598243713378906e+01 1.004235628194614975e-04
8.835729360580444336e-01 6.222502553348859822e-01
1.030835056304931641e+01 4.249734453492130587e-04
5.595962047576904297e+00 6.009758169146450779e-02
1.502073955535888672e+01 -4.973407560542761298e-04
3.239767551422119141e+00 -2.212514684626871175e-01
1.266454505920410156e+01 8.492624766290165703e-04
7.952156543731689453e+00 -1.137344924386566800e-02
1.737693405151367188e+01 1.871689020510095794e-04
2.061670303344726562e+00 -1.065963112513435423e-01
1.148644828796386719e+01 3.519672501606817879e-03
6.774059295654296875e+00 2.559925686717888504e-02
1.619883728027343750e+01 1.222988147833760093e-04
4.417864799499511719e+00 -2.879304724557968723e-02
1.384264278411865234e+01 -8.470930592549451776e-04
9.130253791809082031e+00 -1.104816584437708429e-02
1.855503082275390625e+01 1.446819722113881494e-05
1.472621560096740723e-01 9.925843376820351338e-01
9.572040557861328125e+00 -6.410188883988645128e-03
4.859651088714599609e+00 2.504366513702413130e-02
1.428442955017089844e+01 -8.665348770697345153e-04
2.503456592559814453e+00 -2.213377713736329466e-01
1.192823505401611328e+01 2.739001387626066684e-03
7.215845584869384766e+00 7.500278970913452914e-03
1.664062309265136719e+01 2.067542501890933394e-04
1.325359344482421875e+00 3.025299405958448151e-01
1.075013732910156250e+01 2.749150223421505806e-03
6.037748336791992188e+00 5.462253343058032923e-02
1.546252632141113281e+01 -2.155429720375132965e-04
3.681553840637207031e+00 -1.547722903745248069e-01
1.310633182525634766e+01 -8.365516431791173270e-05
8.393942832946777344e+00 -1.472776438671163750e-02
1.781872177124023438e+01 1.239310717262183110e-04
7.363107800483703613e-01 7.242106286093322742e-01
1.016108894348144531e+01 -6.854269180890436384e-04
5.448699951171875000e+00 5.815457631887119283e-02
1.487347793579101562e+01 -5.910200949694232112e-04
3.092505216598510742e+00 -2.355974963931781185e-01
1.251728343963623047e+01 1.218879977327481283e-03
7.804894447326660156e+00 -8.968035781773768186e-03
1.722967147827148438e+01 2.025534410142126808e-04
1.914407968521118164e+00 -4.538893401418234858e-02
1.133918571472167969e+01 3.619382323814813920e-03
6.626797199249267578e+00 3.208930100452907913e-02
1.605157470703125000e+01 7.397605183821338002e-05
4.270602703094482422e+00 -5.163138148501643376e-02
1.369538021087646484e+01 -7.748648632918987960e-04
8.982991218566894531e+00 -1.237640353801612234e-02
1.840777015686035156e+01 3.362881212541010418e-05
4.417864680290222168e-01 8.960311387577981623e-01
9.866564750671386719e+00 -3.342906098992877786e-03
5.154175281524658203e+00 4.702428601344414705e-02
1.457895374298095703e+01 -7.570058597652890671e-04
2.797981023788452148e+00 -2.451757860639094677e-01
1.222275924682617188e+01 1.995306329868472457e-03
7.510369777679443359e+00 -2.070028587074602706e-03
1.693514823913574219e+01 2.182948890738611435e-04
1.619883775711059570e+00 1.101761738561074649e-01
1.104466152191162109e+01 3.469574437393959602e-03
6.332272529602050781e+00 4.455559007348828399e-02
1.575705051422119141e+01 -5.300547463989000477e-05
3.976078271865844727e+00 -1.021915108948406592e-01
1.340085601806640625e+01 -5.125388373473027063e-04
8.688467025756835938e+00 -1.429348500110090743e-02
1.811324501037597656e+01 7.710538177575682907e-05
1.030835151672363281e+00 5.154809894453383778e-01
1.045561313629150391e+01 1.370510787398268029e-03
5.743224143981933594e+00 5.996164989021614961e-02
1.516800212860107422e+01 -4.014861292865104774e-04
3.387029647827148438e+00 -2.021957277806855080e-01
1.281180763244628906e+01 5.046368586864393747e-04
8.099418640136718750e+00 -1.310640003686853496e-02
1.752419662475585938e+01 1.682448866388420821e-04
2.208932399749755859e+00 -1.562068080011807525e-01
1.163370990753173828e+01 3.327444015299241623e-03
6.921321392059326172e+00 1.922569035404719795e-02
1.634609985351562500e+01 1.603153618845763002e-04
4.565126895904541016e+00 -8.213460241302157627e-03
1.398990440368652344e+01 -8.838774250717210210e-04
9.277515411376953125e+00 -9.568541164349122705e-03
1.870229339599609375e+01 -2.505371681523409879e-06
7.363107800483703613e-02 1.000218239454663260e+00
